recno,seq,reference,onlink
98,2,"Atna Resources Ltd., 2011, Pinson—Nevada: Project News of July 1, 2011, 2 p., last accessed July 7, 2011, at http://www.atna.com/s/Pinson.asp.","http://www.atna.com/s/Pinson.asp"
98,3,"Atna Resources, 2012, Atna’s Pinson project has open-pit potential: Northern Miner Press Release of February 20, 2012.",
98,4,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
98,7,"McLachlan, C.D., Struhsacker, E.M., and Thompson, W.F., 2000, The gold deposits of Pinson Mining Company—A review of the geology and mining history through 1999, Humboldt County, Nevada, in Crafford, A.E.J., ed., Geology and ore deposits—The Great Basin and beyond; Geology and ore deposits of the Getchell region, Humboldt County, Nevada: Geological Society of Nevada Symposium 2000, Field Trip 9, p. 123–153.",
98,6,"Groff, J.A., Heizler, M.T., McIntosh, W.C., and Norman, D.I., 1997, 40Ar/39Ar dating and mineral paragenesis for Carlin-type gold deposits along the Getchell Trend, Nevada—Evidence for Cretaceous and Tertiary gold mineralization: Economic Geology, v. 92, p. 601–622.",
99,5,"Gilluli, J., and Masursky, H., 1965, Geology of the Cortez Quadrangle: U.S. Geological Survey Bulletin, v. 1175, 117 p.",
99,1,"Arehart, G.B., and Donelick, R.A., 2006, Thermal and isotopic profiling of the Pipeline hydrothermal system—Application to exploration for Carlin-type gold deposits: Journal of Geochemical Exploration, v. 91, p. 27–40.",
99,2,"Barrick Gold Corporation, 2012a, Annual Report 2011: 196 p., last accessed May 4, 2012, at http://www.barrick.com/Theme/Barrick/files/ docs_annual/2012/Barrick-Annual-Report-2011.pdf.","http://www.barrick.com/Theme/Barrick/files/"
99,3,"Foo, S.T., Hays, R.C., Jr., and McCormack, J.K., 1996, Geology and mineralization of the Pipeline gold deposit, Lander County, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada Symposium Proceedings, p. 95–109.",
99,4,"Foo, S.T., Hays, R.C., Jr., and McCormack, J.K., 1996, Geology and mineralization of the South Pipeline gold deposit, Lander county, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada Symposium 1995 Proceedings, p. 111–121.",
99,6,"Hays, B., and Thompson, T.G., 2000, Update of the geology and mineralization of the Pipeline/South Pipeline gold deposit, Lander County, Nevada, in Russell K., and Hays, R.C., leaders, Symposium Geology and ore deposits 2000, the Great Basin and beyond; Cortez to Eureka gold deposits—Ruby Hill/Archimedes mine area; Cortez gold mines: Geological Society of Nevada, Field Trip Guidebook 6, p. 171–182.",
99,7,"Hays, B., Koehler, S., Hart, K., and Lewis, T., 2005, Cortez Joint Venture field trip, in Callicrate, T., Leavitt, E., Crafford, E.J., and O’Malley, P., eds., Window to the world; Sediment-hosted gold deposits of the north-central Eureka-Battle Mountain Trend: Reno, Geological Society of Nevada, Field Trip Guidebook 7, p. 151–171.",
99,8,"Putnam, B., Howald, W.C., Foo, S.T., Craig, L.D., and DeLong, R. (update), 2005, GSN road log—Beowawe to Pipeline, in Callicrate, T., Leavitt, E., Crafford, E.J., and O’Malley, P., eds., Window to the world; Sediment-hosted gold deposits of the north-central Eureka-Battle Mountain Trend: Reno, Geological Society of Nevada, Field Trip Guidebook 7, p. 97–103.",
99,9,"Nemitz, M.B., and McClelland, W.C., 2005, The effects of thrust faulting and associated structural preparation on the distribution of gold in Carlin-type deposits of northeastern Nevada, in Rhoden, H.N., Steininger, R.C., and Vikre, P.G., eds., Symposium 2005—Window to the world: Reno, Geological Society of Nevada, p. 283–294.",
99,10,"Nevada Bureau of Mines and Geology, 2011, The Nevada mineral industry, 2010: Nevada Bureau of Mines and Geology Special Publication MI-2010, 151 p.",
100,6,"Nevada Bureau of Mines and Geology, 2008, The Nevada mineral industry, 2008: Nevada Bureau of Mines and Geology Special Publication MI-2008, 178 p.",
100,7,"Smith, J.F., and Ketner, K.B., 1975, Stratigraphy of Paleozoic rocks in the Carlin-Pinon Range area: U.S. Geological Survey Professional Paper 867-A, 87 p., geologic map , 1:125,000 scale.",
100,8,"Smith, J.F., and Ketner, K.B., 1978, Geologic map of the Carlin-Piñon Range area, Elko and Eureka counties, Nevada: U.S. Geological Survey Miscellaneous Geologic Investigation, Map I-1028, 1:62,500 scale.",
100,1,"Grandview Gold Inc., 2007, Grandview drills 2.18 grams/tonne gold over 120 ft on Carlin Trend property: Company News, 2 p., last accessed April 22, 2011, at http://www.grandviewgold.com/media_centre/company_news/index.asp?print=1&nid=74.","http://www.grandviewgold.com/media_centre/company_news/index.asp?print=1&nid=74"
100,2,"Grandview Gold Inc., 2007, Grandview Gold completes Pony Creek earn-in: Company News of June 21, 2011, 2 p., last accessed April 22, 2011, at http://www.grandviewgold.com/Media_Centre/Company_News/?nid=61.","http://www.grandviewgold.com/Media_Centre/Company_News/?nid=61"
100,3,"Magma-Metals, 2006, Successful contributions of Magma-Metals series approach to the discovery process: Press Release of March 24, 2006, 17 p., last accessed April 22, 2011, at http://www.magmachem.com/Successes2000-98.htm.","http://www.magmachem.com/Successes2000-98.htm"
100,4,"Mine and Quarry Data, 2006, Drilling begins at Pony Creek: Press Release of August 16, 2006, 1 p., last accessed April 22, 2011, at http://www.mqdata.com/news/show.asp?id=604768341.","http://www.mqdata.com/news/show.asp?id=604768341"
100,5,"Mine and Quarry Data, 2011, Pony Creek: Press Release of March 30, 2011, 1 p., last accessed April 22, 2011, at http://www.mqdata.com/data/show_operation.asp id=778300476.","http://www.mqdata.com/data/show_operation.asp"
101,4,"McLachlan, C.D., Struhsacker, E.M., and Thompson, W.F., 2000, The gold deposits of Pinson Mining Company—A review of the geology and mining history through 1999, Humboldt County, Nevada, in Crafford, A.E.J., ed.,  Geology and ore deposits—The Great Basin and beyond; Geology and ore deposits of the Getchell region, Humboldt County, Nevada: Geological Society of Nevada Symposium 2000, Field Trip 9, p. 123–153.",
101,7,"Stokking, L.B., and Taylor, B.E., 1984, Gold—Occurrence and association with pyrite and organic matter, Preble deposit, Humboldt county, Nevada (Abstract): 27th International Geological Congress, v. 9, pt. 2, p. 193.",
101,6,"Nevada Bureau of Mines and Geology, 2009, The Nevada mineral industry, 2009: Nevada Bureau of Mines and Geology Special Publication MI-2009, 180 p.",
101,1,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
101,2,"Groff, J.A., Heizler, M.T., McIntosh, W.C., and Norman, D.I., 1997, 40Ar/39Ar dating and mineral paragenesis for Carlin-type gold deposits along the Getchell Trend, Nevada—Evidence for Cretaceous and Tertiary gold mineralization: Economic Geology, v. 92, p. 601–622.",
101,3,"Kretschmer, E.L., 1984, Geology of the Pinson and Preble gold deposits, Humboldt County, Nevada: Arizona Geological Society Digest, v. 15, p. 59–66.",
101,5,"McLachlan, C.D., Struhsacker, E.M., and Thompson, W.F., 2005, The gold deposits of Pinson Mining Company—A review of the geology and mining history through 1999, Humboldt County, Nevada, in Callicrate, T., Leavitt, E., Crafford, E.J., and O’Malley, P., eds., Window to the world; Sediment-hosted gold deposits of the Getchell district, Nevada: Reno, Geological Society of Nevada, Field Trip Guidebook 4, p. 103–130.",
102,11,"Williams, C.L., Thompson, T.B., Powell, J.L., and Dunbar, W.W., 2000, Gold-bearing breccias of the Rain Mine, Carlin Trend, Nevada: Economic Geology, v. 95, no. 2, p. 391–404.",
102,1,"Essman, J.E., 2010, Rain revisited—New structural and stratigraphic insights and their implications for Carlin-type deposits, in Steiniger, R., and Pennel, B., eds., Great Basin evolution and metallogeny: DEStech Publications, Inc., Geological Society of Nevada, Symposium 2010 Proceedings, p. 511–535.",
102,2,"Knutsen, G.C., and West, P.W., 1984, Geology of the Rain disseminated gold deposit, Elko County, Nevada: Tucson, Arizona Geological Society Digest, v. 15, p. 73–76.",
102,3,"Longo, A.A., Thompson, T.B., and Harlan, J.B., 2002, Geologic overview of the Rain subdistrict, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Gold deposits of the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 168–189.",
102,4,"Mathewson, D., 2001, Tectono-stratigraphic setting for the Rain district gold deposits, Carlin Trend, Nevada, in Shaddrick, D.R., Zbinden, E., Mathewson, D.C., and Prenn, C., eds., Regional tectonics and structural control of ore—The major gold trends of northern Nevada: Reno, Geological Society of Nevada Special Publication no. 33, p. 91–109.",
102,5,"Mathewson, D., and Beetler, J., 1998, Discovery history and geology of the NW Rain and Tess deposits, in Kizis, J.A., ed., Shallow expressions of deep, high-grade gold deposits: Reno, Geological Society of Nevada 1998 Fall Field Trip Guidebook, Special Publication no. 28, p. 107–127.",
102,6,"Moore, S., 2001, Ages of fault movement and stepwise development of structural fabrics of the Carlin Trend, in Shaddrick, D.R., Zbinden, E., Mathewson, D.C., and Prenn, C., eds., Regional tectonics and structural control of ore—The major gold trends of northern Nevada: Reno, Geological Society of Nevada Special Publication no. 33, p. 71–89.",
102,7,"Nevada Bureau of Mines and Geology, 2008, The Nevada mineral industry, 2008: Nevada Bureau of Mines and Geology Special Publication MI-2008, 178 p.",
102,8,"Teal, L., and Jackson, M., 1997, Geologic overview of the Carlin Trend gold deposits and descriptions of recent deep discoveries: SEG Newsletter, no. 31, Oct. 1997, p. 11, 13–25.",
102,9,"Thoreson, R.F., 1987, The Rain gold deposit, in Johnson, J.L., ed., Bulk mineable precious metal deposits of the western United States: Reno, Geological Society of Nevada, p. 269–270.",
102,10,"Thoreson, R.F., 1991, Geology and gold deposits of the Rain subdistrict, Elko County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 635–642.",
103,1,"Barrick Gold Corporation, 2012a, Annual Report 2011: 196 p., last accessed May 4, 2012, at http://www.barrick.com/Theme/Barrick/files/ docs_annual/2012/Barrick-Annual-Report-2011.pdf.","http://www.barrick.com/Theme/Barrick/files/"
103,2,"Barrick Gold Corporation, 2012b, Red Hill and Goldrush gold projects, Nevada: Summary, 1 p., last accessed May 7, 2012, at http://www.pdac.ca/pdac/conv/2012/pdf/summary/2012-cs-red-hill-goldrush-gold-discoveries-barrick-gold.pdf.","http://www.pdac.ca/pdac/conv/2012/pdf/summary/2012-cs-red-hill-goldrush-gold-discoveries-barrick-gold.pdf"
103,3,"Business Wire, 2012, Drilling starts at Miranda Gold’s Red Hill and Coal Canyon projects, Nevada: Press Release of March 28, 2012, last accessed May 7, 2012, at http://www.businesswire.com/news/home/20120328005319/en/Drilling-Starts-Miranda-Gold’s-Red-Hill-Coal.","http://www.businesswire.com/news/home/20120328005319/en/Drilling-Starts-Miranda-Gold’s-Red-Hill-Coal"
104,1,"Albino, G.V., 1994, Geology and geochemistry of the Ren gold prospect, ElKo County, Nevada—The role of rock sampling in exploration for deep Carlin-type deposits: Journal of Geochemical Exploration, v. 51, p. 37–58.",
104,2,"MarketWire, 2009, Centerra Gold Inc. 2008 year-end reserve and resource summary: Summary of December 31, 2008, 1 p., last accessed February 25, 2011, at http://www.centerragold.com/.../resource_summary/Reserve_and_Resource_ Summary_YearEnd.pdf.","http://www.centerragold.com/.../resource_summary/Reserve_and_Resource_"
104,4,"Spalding, V.R., Cleveland, G., and Conway, K.M., 2005, Discovery and geology of the JB Zone at the REN property, Elko County, Nevada, in Rhoden, H.N., Steininger, R.C., and Vikre, P.G., eds., Symposium 2005—Window to the world: Reno, Nevada Geological Society, p. 357–384.",
104,3,"MarketWire, 2009, Rye Patch arranges the acquisition of Carlin Trend gold resources: News Release of November 18, 2009, 2 p., last accessed February 25, 2011, at http://finance.yahoo.com/news/Rye-Patch-Arranges-the-ccn-1921189635.html?x=0.","http://finance.yahoo.com/news/Rye-Patch-Arranges-the-ccn-1921189635.html?x=0"
104,6,"TSX GOLD, 2010, Rye Patch Gold Corp. executes definitive agreement with Centerra Gold (U.S.) Inc. for acquisition of interest in Ren Joint Venture: News Release, 2 p., last accessed February 28, 2011, at http://tsxgold.com/rye-patch-gold-corp-executes-definitive-agreement-centerra-gold-us-inc-acquisition-interest-ren-join.","http://tsxgold.com/rye-patch-gold-corp-executes-definitive-agreement-centerra-gold-us-inc-acquisition-interest-ren-join"
104,5,"Theodore, T.G., Moring, B.C., Chadwick, T., Dobak, P.J., Cluer, J.K., and Fleck, R.J., 2006, Geologic map of the Santa Renia Fields Quadrangle, Elko and Eureka counties, Nevada: Nevada Bureau of Mines and Geology, Map 155, 1:24,000 scale.",
105,5,"SRK Consulting, 2008, NI 43-101 technical report prepared for Yukon-Nevada Gold Corp.: SRK Project Number 174701, 100 p., last accessed February 8, 2011, at http://www.yukon-nevadagold.com/i/pdf/Jerritt-NI430101-Apr08.pdf.","http://www.yukon-nevadagold.com/i/pdf/Jerritt-NI430101-Apr08.pdf"
105,6,"Yukon-Nevada Gold Corp., 2008, Form 6-K; Report of foreign private issuer, 13 p., last accessed January 26, 2011, at http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77.","http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77"
105,7,"Yukon-Nevada Gold Corp., 2011, Reserves and resources summary, Jerritt Canyon: June 28, 2011, NI 43-101 Report, 5 p., last accessed October 24, 2011, at http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources.","http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources"
105,1,"Mountean, J.L., and Henry, C.D., 2007, Preliminary geologic map of the Jerritt Canyon mining district, Elko County, Nevada, scale 1:24,000: Nevada Bureau of Mines and Geology, 1 sheet.",
105,2,"Infomine, 2011, 96 feet averaging 0.472 opt Au and a further 49 feet averaging 0.767 opt Au in drilling at Jerritt Canyon, Nevada: News Release of February 14, 2011, 2 p., last accessed February 15, 2011, at http://www.infomine.com/index/pr/Pa995961.PDF.","http://www.infomine.com/index/pr/Pa995961.PDF"
105,3,"Kuam News, 2010, Yukon-Nevada Gold Corp. announces the recommencement of exploration drilling at Jerritt Canyon under the direction of a new Chief Geologist: News Release of July 22, 2010, 2 p., last accessed February 15, 2011, at http://www.kuam.com/story/12857412/.","http://www.kuam.com/story/12857412/"
105,4,"Phinisey, J.D., Hofstra, A.H., Snee, L.W., Roberts, T.T., Dahl, A.R., and Loranger, R.J., 1996, Evidence for multiple episodes of igneous and hydrothermal activity and constraints on the timing of gold mineralization, Jerritt Canyon district, Elko County, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada Symposium 1995 Proceedings, p. 15–39.",
106,1,"Longo, A.A., Thompson, T.B., and Harlan, J.B., 2002, Geologic overview of the Rain subdistrict, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Gold deposits of the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 168–189.",
106,4,"Thoreson, R.F., 1991, Geology and gold deposits of the Rain subdistrict, Elko County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 635–642.",
106,3,"Nevada Bureau of Mines and Geology, 2008, The Nevada mineral industry, 2008: Nevada Bureau of Mines and Geology Special Publication MI-2008, 178 p.",
106,2,"McFarlane, D.N., 1991, Gold production on the Carlin Trend, in Buffa, R.H., and Coyner, A.R., eds., Geology and ore deposits of the Great Basin: Field Trip Guidebook Compendium, v. 2, p. 841–843.",
107,6,"Hipsley, R., Dobak, P., and Arbonies, D., 2007, South Arturo, Nevada (Abstract): OneMine.org, 1 p., last accessed February 17, 2011, at http://www.onemine.org/search/summary.cfm/South-Arturo-Nevada?d.","http://www.onemine.org/search/summary.cfm/South-Arturo-Nevada?d"
107,1,"Barrick Gold Corp., 2009, Mineral reserves and mineral resources: Annual Report 2009, p. 155-162, last accessed February 23, 2011, at http://www.barrick.com/Theme/Barrick/files/docs_annual/2010/2009-Annual-Report-EN-13-Mineral-Reserves-and-Resources.pdf.","http://www.barrick.com/Theme/Barrick/files/docs_annual/2010/2009-Annual-Report-EN-13-Mineral-Reserves-and-Resources.pdf"
107,2,"Barrick Gold Corporation, 2012a, Annual Report 2011: 196 p., last accessed May 4, 2012, at http://www.barrick.com/Theme/Barrick/files/ docs_annual/2012/Barrick-Annual-Report-2011.pdf.","http://www.barrick.com/Theme/Barrick/files/"
107,3,"Cope, E., 2008, South Arturo—A recent oxide gold discovery on the Carlin Trend, Elko County, Nevada, USA (Abstract): OneMine.org, 1 p., last accessed February 17, 2011, at http://www.gsnv.org/abstracts/05-2008_south_arturo.","http://www.gsnv.org/abstracts/05-2008_south_arturo"
107,4,"Cope, E., Hipsley, R., Dobak, P., Arbonies, D., and Brower, S., 2008, South Arturo—A recent gold discovery on the Carlin Trend: Mining Engineering, v. 60, no. 1, p. 19–25.",
107,5,"Franco-Nevada, 2010, Dee (Storm/Arturo)—Nevada: News Release, 2 p., last accessed February 17, 2011, at http://www.franco-nevada.com/royalties/our-royalties/gold-royalties/advanced/dee-storm/arturo-nevada.","http://www.franco-nevada.com/royalties/our-royalties/gold-royalties/advanced/dee-storm/arturo-nevada"
107,7,"Price, J.G., Coyner, A.R., Muntean, J., and Driesner, D., 2007, Update on production and exploration activity in Nevada: Nevada Bureau of Mines and Geology Presentation of December 2007, 101 p., last accessed February 22, 2011, at http://www.nmbg.unr.edu/slides/NWMAupdate_07.pdf.","http://www.nmbg.unr.edu/slides/NWMAupdate_07.pdf"
107,8,"Theodore, T.G., Moring, B.C., Chadwick, T., Dobak, P.J., Cluer, J.K., and Fleck, R.J., 2006, Geologic map of the Santa Renia Fields Quadrangle, Elko and Eureka counties, Nevada: Nevada Bureau of Mines and Geology, Map 155, 1:24,000 scale.",
108,1,"Jory, J., 2002, Stratigraphy and host rock controls of gold deposits of the northern Carlin Trend, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Deep deposits along the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 20–34.",
108,2,"Moore, S., ed., 2002, Geology of the northern Carlin Trend, map and cross sections, scale 1:24,000, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Deep deposits along the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, plate 1 and 2.",
108,3,"Nevada Bureau of Mines and Geology, 2008, The Nevada mineral industry, 2008: Nevada Bureau of Mines and Geology Special Publication MI-2008, 178 p.",
109,11,"Trading Markets, 2010, Yukon-Nevada Gold Corp. continues to yield exciting exploration drill hole assay results: News Release of March 14, 2010, 3 p., last accessed February 10, 2011, at http://www.tradingmarkets.com/news/press-release/yng_yngff_yukon-nevada-gold-corp-continues-to-yield-exciting-exploration-drill-hole-assay-results-858420.html.","http://www.tradingmarkets.com/news/press-release/yng_yngff_yukon-nevada-gold-corp-continues-to-yield-exciting-exploration-drill-hole-assay-results-858420.html"
109,1,"Daly, W.E., Doe, T.C., and Loranger, R.J., 1991, Geology of the Northern Independence Mountains, Elko County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 583–602.",
109,2,"McMillan, S.L., 2005, The discovery, production, and continued exploration of the SSX mine area, Jerritt Canyon, Nevada, in Rhoden, H.N., Steininger, R.C., and Vikre, P.G., eds., Symposium 2005—Window to the world: Reno, Nevada Geological Society, p. 453–468.",
109,3,"Mosier, D.L., Singer, D.A., Bagby, W.C., and Menzie, W.D., 1986, Grade and tonnage model of sediment-hosted Au: U.S. Geological Survey Bulletin 1693, comments, plots and basic data, 4 p., last accessed February 9, 2011, at http://pubs.usgs.gov/bul/b1693/html/bull6bzp.htm.","http://pubs.usgs.gov/bul/b1693/html/bull6bzp.htm"
109,4,"Mountean, J.L., and Henry, C.D., 2007, Preliminary geologic map of the Jerritt Canyon mining district, Elko County, Nevada, scale 1:24,000: Nevada Bureau of Mines and Geology, 1 sheet.",
109,5,"Nevada Bureau of Mines and Geology, 2008, The Nevada mineral industry, 2008: Nevada Bureau of Mines and Geology Special Publication MI-2008, 178 p.",
109,6,"Patterson, L.M., and Muntean, J.L., 2010, Multi-element geochemistry across a Carlin-type gold district Jerritt Canyon, Nevada, in Steiniger, R., and Pennel, B., eds., Great Basin evolution and metallogeny: DEStech Publications, Inc., Geological Society of Nevada, Symposium 2010 Proceedings, p. 1119–1151.",
109,7,"PRNewswire, 2008, Yukon-Nevada Gold Corp. reports more important results at SSX Mine, Jerritt Canyon: News Release of January 14, 2008, 3 p., last accessed February 10, 2011, at http://www.prnewswire.com/news-releases/yukon-nevada-gold-corp-reports-more-important-results-at-ssx-mine-jerritt-canyon-56893972.html.","http://www.prnewswire.com/news-releases/yukon-nevada-gold-corp-reports-more-important-results-at-ssx-mine-jerritt-canyon-56893972.html"
109,8,"Phinisey, J.D., Hofstra, A.H., Snee, L.W., Roberts, T.T., Dahl, A.R., and Loranger, R.J., 1996, Evidence for multiple episodes of igneous and hydrothermal activity and constraints on the timing of gold mineralization, Jerritt Canyon district, Elko County, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada Symposium 1995 Proceedings, p. 15–39.",
109,10,"SRK Consulting, 2008, NI 43-101 technical report prepared for Yukon-Nevada Gold Corp.: SRK Project Number 174701, 100 p., last accessed February 8, 2011, at http://www.yukon-nevadagold.com/i/pdf/Jerritt-NI430101-Apr08.pdf.","http://www.yukon-nevadagold.com/i/pdf/Jerritt-NI430101-Apr08.pdf"
109,9,"redOrbit, 2008, Yukon-Nevada Gold Corp. reports mineralization extended at SSX mine, Jerritt Canyon, Nevada: News Release of April 14, 2008, 2 p., last accessed February 10, 2011, at http://www.redorbit.com/news/business/1361600/yukonnevada_gold_corp_ reports_mineralization_extended_ at_ssx_mine_jerritt/index.html.","http://www.redorbit.com/news/business/1361600/yukonnevada_gold_corp_"
109,13,"Yukon-Nevada Gold Corp., 2011, Reserves and resources summary, Jerritt Canyon: June 28, 2011, NI 43-101 Report, 5 p., last accessed October 24, 2011, at http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources.","http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources"
109,12,"Yukon-Nevada Gold Corp., 2008, Form 6-K; Report of foreign private issuer, 13 p., last accessed January 26, 2011, at http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77.","http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77"
110,5,"SRK Consulting, 2008, NI 43-101 technical report prepared for Yukon-Nevada Gold Corp.: SRK Project Number 174701, 100 p., last accessed February 8, 2011, at http://www.yukon-nevadagold.com/i/pdf/Jerritt-NI430101-Apr08.pdf.","http://www.yukon-nevadagold.com/i/pdf/Jerritt-NI430101-Apr08.pdf"
110,1,"Cumming, J., 2005, Production shortfalls, exploration success for Queenstake: Northern Miner, v. 92, no. 2, p. C1–C9.",
110,2,"Mountean, J.L., and Henry, C.D., 2007, Preliminary geologic map of the Jerritt Canyon mining district, Elko County, Nevada, scale 1:24,000: Nevada Bureau of Mines and Geology, 1 sheet.",
110,3,"Peters, S.G., Armstrong, A.K., Harris, A.G., Oscarson, R.J., and Noble, P.J., 2003, Biostratigraphy and structure of Paleozoic host rocks and their relations to Carlin-type Au deposits in the Jerritt Canyon mining district, Nevada: Economic Geology, v. 98, no. 2, p. 317–337.",
110,4,"redOrbit, 2007, Queenstake continues to define gold mineralization at Starvation Canyon: News Release of January 23, 2011, 3 p., last accessed February 15, 2011, at http://www.redorbit.com/news/entertainment/811276/queenstake_continues_to _define_gold _mineralization_at_starvation_canyon/index.html.","http://www.redorbit.com/news/entertainment/811276/queenstake_continues_to"
110,6,"Yukon-Nevada Gold Corp., 2008, Form 6-K; Report of foreign private issuer, 13 p., last accessed January 26, 2011, at http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77.","http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77"
110,7,"Yukon-Nevada Gold Corp., 2011, Reserves and resources summary, Jerritt Canyon: June 28, 2011, NI 43-101 Report, 5 p., last accessed October 24, 2011, at http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources.","http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources"
111,4,"Franco-Nevada, 2010, Dee (Storm/Arturo)—Nevada: News Release, 2 p., last accessed February 17, 2011, at http://www.franco-nevada.com/royalties/our-royalties/gold-royalties/advanced/dee-storm/arturo-nevada.","http://www.franco-nevada.com/royalties/our-royalties/gold-royalties/advanced/dee-storm/arturo-nevada"
111,5,"Nevada Bureau of Mines and Geology, 2011, The Nevada mineral industry, 2010: Nevada Bureau of Mines and Geology Special Publication MI-2010, 151 p.",
111,6,"Trotman, R.B., 2009, Geology of the Storm gold-silver deposit Elko County, Nevada: Reno, University of Nevada, M.S. Thesis, 93 p.",
111,7,"Theodore, T.G., Kotlyar, B.B., Singer, D.A., Berger, V.I., Abbott, E.W., and Foster, A.L., 2003, Applied geochemistry, geology and mineralogy of the northernmost Carlin Trend, Nevada: Economic Geologist, v. 98, p. 287–316.",
111,8,"Theodore, T.G., Moring, B.C., Chadwick, T., Dobak, P.J., Cluer, J.K., and Fleck, R.J., 2006, Geologic map of the Santa Renia Fields Quadrangle, Elko and Eureka counties, Nevada: Nevada Bureau of Mines and Geology, Map 155, 1:24,000 scale.",
111,1,"Barrick Gold Corporation, 2010, Barrick Gold to Nevada: Nevada State Employee Focus News Release of February 19, 2010, 3 p., last accessed February 22, 2011, at http://nvemployees.wordpress.com/2010/02/19/barrick-gold-to-nevada-dont-tax-me-bro-2/.","http://nvemployees.wordpress.com/2010/02/19/barrick-gold-to-nevada-dont-tax-me-bro-2/"
111,2,"Drobak, P., Arbonies, D., Hipsley, R., Visher, M., and Wotruba, P., 2000, Dee–Rossi properties, Elko County, Nevada, in Griffin, L., ed., Geology and ore deposits—The Great Basin and beyond: Geological Society of Nevada Symposium 2000, Field Trip 7, p. 159–162.",
111,3,"Dobak, P.J., Arbonies, D., Hipsley, R., and Visher, M., 2002, Geology of the Storm deposit, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Gold deposits of the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 46–53.",
112,3,"Espell, R.A., and Rich, T.B., 1991, Geology and mineralization of the Tonkin Springs mining district, in Buffa, R.H., and Coyner, A.R., eds., Geology and ore deposits of the Great Basin: Field Trip Guidebook Compendium, v. 2, p. 949–958.",
112,8,"SRK Consulting, 2007, NI 43-101 technical report on Campbell-Simpson claims, a portion of the Tonkin Springs gold project, Eureka County, Nevada, U.S.A.: SRK Project No. 173901, 89 p., last accessed June 25, 2011, at http://www.goldenpredator.com/documents/Tonkin-43101.pdf.","http://www.goldenpredator.com/documents/Tonkin-43101.pdf"
112,7,"Nevada Bureau of Mines and Geology, 2009, The Nevada mineral industry 2009: Nevada Bureau of Mines and Geology Special Publication MI-2009, 180 p.",
